,Service Area,School Name,Year,Indicator Name,Value
4,Aki Kurose,Rainier View,2020,Enrollment,230.0
5,Aki Kurose,South Shore PK-8,2020,Enrollment,561.0
6,Aki Kurose,Wing Luke,2020,Enrollment,300.0
7,Denny,Arbor Heights,2020,Enrollment,536.0
8,Denny,Concord Intl,2020,Enrollment,315.0
9,Denny,Highland Park,2020,Enrollment,306.0
10,Denny,Roxhill,2020,Enrollment,237.0
11,Denny,Sanislo,2020,Enrollment,195.0
12,Denny,STEM K-8,2020,Enrollment,525.0
13,Denny,West Seattle Elem,2020,Enrollment,389.0
14,Eagle Staff,Broadview-Thomson K-8,2020,Enrollment,577.0
15,Eagle Staff,Cascadia,2020,Enrollment,504.0
16,Eagle Staff,Daniel Bagley,2020,Enrollment,369.0
17,Eagle Staff,Greenwood,2020,Enrollment,309.0
18,Eagle Staff,Licton Springs K-8,2020,Enrollment,132.0
19,Eagle Staff,Northgate,2020,Enrollment,195.0
20,Eagle Staff,Olympic View,2020,Enrollment,399.0
21,Eckstein,Bryant,2020,Enrollment,520.0
22,Eckstein,Decatur,2020,Enrollment,212.0
23,Eckstein,Green Lake,2020,Enrollment,350.0
24,Eckstein,Laurelhurst,2020,Enrollment,268.0
25,Eckstein,Sand Point,2020,Enrollment,202.0
26,Eckstein,Thornton Creek,2020,Enrollment,544.0
27,Eckstein,View Ridge,2020,Enrollment,421.0
28,Eckstein,Wedgwood,2020,Enrollment,410.0
29,Hamilton,B. F. Day,2020,Enrollment,363.0
30,Hamilton,J. Stanford Intl,2020,Enrollment,461.0
31,Hamilton,McDonald Intl,2020,Enrollment,475.0
32,Hamilton,West Woodland,2020,Enrollment,473.0
33,Jane Addams   Cedar Park,Cedar Park,2020,Enrollment,187.0
34,Jane Addams   Cedar Park,Hazel Wolf K-8,2020,Enrollment,747.0
35,Jane Addams   Cedar Park,John Rogers,2020,Enrollment,289.0
36,Jane Addams   Cedar Park,Olympic Hills,2020,Enrollment,457.0
37,Jane Addams   Cedar Park,Sacajawea,2020,Enrollment,198.0
38,Madison,Alki,2020,Enrollment,325.0
39,Madison,Fairmount Park,2020,Enrollment,459.0
40,Madison,Gatewood,2020,Enrollment,363.0
41,Madison,Genesee Hill,2020,Enrollment,591.0
42,Madison,Lafayette,2020,Enrollment,414.0
43,Madison,Pathfinder K-8,2020,Enrollment,494.0
44,McClure,Catharine Blaine K-8,2020,Enrollment,533.0
45,McClure,Coe,2020,Enrollment,498.0
46,McClure,John Hay,2020,Enrollment,383.0
47,McClure,Lawton,2020,Enrollment,351.0
48,McClure,Magnolia,2020,Enrollment,288.0
49,McClure,Queen Anne,2020,Enrollment,231.0
50,Meany,Leschi,2020,Enrollment,338.0
51,Meany,Lowell,2020,Enrollment,263.0
52,Meany,Madrona,2020,Enrollment,251.0
53,Meany,McGilvra,2020,Enrollment,226.0
54,Meany,Montlake,2020,Enrollment,233.0
55,Meany,Stevens,2020,Enrollment,197.0
56,Meany,TOPS K-8,2020,Enrollment,485.0
57,Mercer,Beacon Hill Intl,2020,Enrollment,389.0
58,Mercer,Dearborn Park Intl,2020,Enrollment,303.0
59,Mercer,Hawthorne,2020,Enrollment,422.0
60,Mercer,Kimball,2020,Enrollment,424.0
61,Mercer,Maple,2020,Enrollment,491.0
62,Mercer,Orca K-8,2020,Enrollment,415.0
63,Mercer,Rising Star,2020,Enrollment,351.0
64,Washington,Bailey Gatzert,2020,Enrollment,284.0
65,Washington,John Muir,2020,Enrollment,359.0
66,Washington,T. Marshall,2020,Enrollment,448.0
67,Whitman,Adams,2020,Enrollment,428.0
68,Whitman,Loyal Heights,2020,Enrollment,470.0
69,Whitman,North Beach,2020,Enrollment,357.0
70,Whitman,Salmon Bay K-8,2020,Enrollment,662.0
71,Whitman,Viewlands,2020,Enrollment,343.0
72,Whitman,Whittier,2020,Enrollment,417.0
73,Middle Schools,Aki Kurose,2020,Enrollment,727.0
74,Middle Schools,Denny Intl,2020,Enrollment,875.0
75,Middle Schools,Eagle Staff,2020,Enrollment,1118.0
76,Middle Schools,Eckstein,2020,Enrollment,1039.0
77,Middle Schools,Hamilton Intl,2020,Enrollment,1005.0
78,Middle Schools,Jane Addams,2020,Enrollment,1023.0
79,Middle Schools,Madison,2020,Enrollment,484.0
80,Middle Schools,McClure,2020,Enrollment,487.0
81,Middle Schools,Meany,2020,Enrollment,1185.0
82,Middle Schools,Mercer Intl,2020,Enrollment,768.0
83,Middle Schools,Washington,2020,Enrollment,603.0
84,Middle Schools,Whitman,2020,Enrollment,663.0
85,High Schools,Ballard,2020,Enrollment,1669.0
86,High Schools,Center School,2020,Enrollment,243.0
87,High Schools,Chief Sealth Intl,2020,Enrollment,1073.0
88,High Schools,Cleveland STEM,2020,Enrollment,867.0
89,High Schools,Franklin,2020,Enrollment,1196.0
90,High Schools,Garfield,2020,Enrollment,1633.0
91,High Schools,Ingraham,2020,Enrollment,1427.0
92,High Schools,Lincoln,2020,Enrollment,979.0
93,High Schools,Nathan Hale,2020,Enrollment,1100.0
94,High Schools,Rainier Beach,2020,Enrollment,787.0
95,High Schools,Roosevelt,2020,Enrollment,1633.0
96,High Schools,West Seattle,2020,Enrollment,1088.0
97,Option Schools with Continuous Enrollment,Bridges Transition Program,2020,Enrollment,155.0
98,Option Schools with Continuous Enrollment,Cascade Parent Partnership Program,2020,Enrollment,190.0
99,Option Schools with Continuous Enrollment,In Tandem,2020,Enrollment,17.0
100,Option Schools with Continuous Enrollment,InterAgency,2020,Enrollment,330.0
101,Option Schools with Continuous Enrollment,Middle College,2020,Enrollment,85.0
102,Option Schools with Continuous Enrollment,Non Public Agencies,2020,Enrollment,49.0
103,Option Schools with Continuous Enrollment,Nova,2020,Enrollment,227.0
104,Option Schools with Continuous Enrollment,Seattle World School,2020,Enrollment,284.0
105,Option Schools with Continuous Enrollment,SpEd Consortium,2020,Enrollment,37.0
106,Option Schools with Continuous Enrollment,Sugiyama High School,2020,Enrollment,38.0
107,All,TOTAL,2020,Enrollment,52381.0
0,Aki Kurose,MLK Jr,2010,Change,-27.0
1,Aki Kurose,Dunlap,2010,Change,7.0
2,Aki Kurose,Emerson,2010,Change,-11.0
3,Aki Kurose,Graham Hill,2010,Change,15.0
4,Aki Kurose,South Shore,2010,Change,80.0
5,Aki Kurose,Wing Luke,2010,Change,-7.0
6,Denny,Arbor Heights,2010,Change,33.0
7,Denny,Concord Intl.,2010,Change,30.0
8,Denny,Highland Park,2010,Change,5.0
9,Denny,Roxhill,2010,Change,22.0
10,Denny,Sanislo,2010,Change,-10.0
11,Denny,West Seattle El,2010,Change,28.0
12,Eckstein,AS #1,2010,Change,-39.0
13,Eckstein,Bryant,2010,Change,33.0
14,Eckstein,Green Lake,2010,Change,0.0
15,Eckstein,Jane Addams,2010,Change,103.0
16,Eckstein,John Rogers,2010,Change,-40.0
17,Eckstein,Olympic Hills,2010,Change,-14.0
18,Eckstein,Olympic View,2010,Change,11.0
19,Eckstein,Sacajawea,2010,Change,-37.0
20,Eckstein,Sand Point,2010,Change,79.0
21,Eckstein,Thornton Creek,2010,Change,18.0
22,Eckstein,View Ridge,2010,Change,46.0
23,Eckstein,Wedgwood,2010,Change,14.0
24,Hamilton,B. F. Day,2010,Change,6.0
25,Hamilton,J. Stanford Intl.,2010,Change,29.0
26,Hamilton,Laurelhurst,2010,Change,-27.0
27,Hamilton,McDonald,2010,Change,57.0
28,Hamilton,West Woodland,2010,Change,17.0
29,Madison,Alki,2010,Change,0.0
30,Madison,Gatewood,2010,Change,44.0
31,Madison,Lafayette,2010,Change,4.0
32,Madison,Pathfinder,2010,Change,30.0
33,Madison,Schmitz Park,2010,Change,59.0
34,McClure,Catharine Blaine,2010,Change,5.0
35,McClure,Coe,2010,Change,-44.0
36,McClure,John Hay,2010,Change,20.0
37,McClure,Lawton,2010,Change,5.0
38,McClure,Queen Anne,2010,Change,113.0
39,Mercer,Beacon Hill Intl.,2010,Change,7.0
40,Mercer,Dearborn Park,2010,Change,-6.0
41,Mercer,Hawthorne,2010,Change,15.0
42,Mercer,Kimball,2010,Change,11.0
43,Mercer,Maple,2010,Change,-8.0
44,Mercer,Orca,2010,Change,22.0
45,Mercer,Van Asselt,2010,Change,3.0
46,Washington,Gatzert,2010,Change,46.0
47,Washington,John Muir,2010,Change,50.0
48,Washington,Leschi,2010,Change,2.0
49,Washington,Lowell,2010,Change,104.0
50,Washington,Madrona,2010,Change,-96.0
51,Washington,McGilvra,2010,Change,12.0
52,Washington,Montlake,2010,Change,11.0
53,Washington,Stevens,2010,Change,40.0
54,Washington,T. Marshall,2010,Change,-36.0
55,Washington,TOPS,2010,Change,-7.0
56,Whitman,Adams,2010,Change,20.0
57,Whitman,Broadview-Thomson,2010,Change,-22.0
58,Whitman,Daniel Bagley,2010,Change,15.0
59,Whitman,Greenwood,2010,Change,-13.0
60,Whitman,Loyal Heights,2010,Change,8.0
61,Whitman,North Beach,2010,Change,-11.0
62,Whitman,Northgate,2010,Change,7.0
63,Whitman,Salmon Bay,2010,Change,-15.0
64,Whitman,Whittier,2010,Change,-1.0
65,Middle Schools,Aki Kurose,2010,Change,27.0
66,Middle Schools,Denny Intl.,2010,Change,77.0
67,Middle Schools,Eckstein,2010,Change,65.0
68,Middle Schools,Hamilton Intl.,2010,Change,7.0
69,Middle Schools,Madison,2010,Change,-57.0
70,Middle Schools,McClure,2010,Change,-38.0
71,Middle Schools,Mercer,2010,Change,71.0
72,Middle Schools,Washington,2010,Change,42.0
73,Middle Schools,Whitman,2010,Change,33.0
74,High Schools,Ballard,2010,Change,-22.0
75,High Schools,Center School,2010,Change,9.0
76,High Schools,Chief Sealth Intl.,2010,Change,82.0
77,High Schools,Cleveland,2010,Change,43.0
78,High Schools,Franklin,2010,Change,66.0
79,High Schools,Garfield,2010,Change,146.0
80,High Schools,Ingraham,2010,Change,-81.0
81,High Schools,Nathan Hale,2010,Change,40.0
82,High Schools,Nova,2010,Change,-17.0
83,High Schools,Rainier Beach,2010,Change,-75.0
84,High Schools,Roosevelt,2010,Change,32.0
85,High Schools,West Seattle,2010,Change,-121.0
86,Service Schools,Ed. Serv. Center,2010,Change,-41.0
87,Service Schools,Home School,2010,Change,-30.0
88,Service Schools,InterAgency,2010,Change,-48.0
89,Service Schools,Middle College,2010,Change,35.0
90,Service Schools,Secondary BOC,2010,Change,-9.0
91,Service Schools,South Lake,2010,Change,28.0
92,Service Schools,SpEd Consortium,2010,Change,-15.0
93,All,TOTAL,2010,Change,1064.0
0,Aki Kurose,Martin Luther King Jr.,2011,Change,-20.0
1,Aki Kurose,Dunlap,2011,Change,-50.0
2,Aki Kurose,Emerson,2011,Change,-52.0
3,Aki Kurose,Graham Hill,2011,Change,-12.0
4,Aki Kurose,Rainier View,2011,Change,169.0
5,Aki Kurose,South Shore,2011,Change,-7.0
6,Aki Kurose,Wing Luke,2011,Change,-6.0
7,Denny,Arbor Heights,2011,Change,-13.0
8,Denny,Concord Intl.,2011,Change,18.0
9,Denny,Highland Park,2011,Change,14.0
10,Denny,Roxhill,2011,Change,43.0
11,Denny,Sanislo,2011,Change,-13.0
12,Denny,West Seattle Elem.,2011,Change,46.0
13,Eckstein,Bryant,2011,Change,-22.0
14,Eckstein,Green Lake,2011,Change,-21.0
15,Eckstein,Jane Addams,2011,Change,85.0
16,Eckstein,John Rogers,2011,Change,-33.0
17,Eckstein,Olympic Hills,2011,Change,-2.0
18,Eckstein,Olympic View,2011,Change,-18.0
19,Eckstein,Pinehurst,2011,Change,-7.0
20,Eckstein,Sacajawea,2011,Change,-13.0
21,Eckstein,Sand Point,2011,Change,123.0
22,Eckstein,Thornton Creek,2011,Change,22.0
23,Eckstein,View Ridge,2011,Change,44.0
24,Eckstein,Wedgwood,2011,Change,-3.0
25,Hamilton,B. F. Day,2011,Change,-10.0
26,Hamilton,J. Stanford Intl.,2011,Change,34.0
27,Hamilton,Laurelhurst,2011,Change,-17.0
28,Hamilton,McDonald,2011,Change,130.0
29,Hamilton,West Woodland,2011,Change,14.0
30,Madison,Alki,2011,Change,-8.0
31,Madison,Gatewood,2011,Change,22.0
32,Madison,Lafayette,2011,Change,21.0
33,Madison,Pathfinder,2011,Change,-2.0
34,Madison,Schmitz Park,2011,Change,49.0
35,McClure,Catharine Blaine,2011,Change,33.0
36,McClure,Coe,2011,Change,-10.0
37,McClure,John Hay,2011,Change,43.0
38,McClure,Lawton,2011,Change,4.0
39,McClure,Queen Anne,2011,Change,110.0
40,Mercer,Beacon Hill Intl.,2011,Change,4.0
41,Mercer,Dearborn Park,2011,Change,-49.0
42,Mercer,Hawthorne,2011,Change,-3.0
43,Mercer,Kimball,2011,Change,-26.0
44,Mercer,Maple,2011,Change,17.0
45,Mercer,Orca,2011,Change,-19.0
46,Mercer,Van Asselt,2011,Change,-21.0
47,Washington,Gatzert,2011,Change,22.0
48,Washington,John Muir,2011,Change,-12.0
49,Washington,Leschi,2011,Change,28.0
50,Washington,Lowell,2011,Change,71.0
51,Washington,Madrona,2011,Change,-41.0
52,Washington,McGilvra,2011,Change,29.0
53,Washington,Montlake,2011,Change,-13.0
54,Washington,Stevens,2011,Change,-12.0
55,Washington,T. Marshall,2011,Change,40.0
56,Washington,TOPS,2011,Change,-9.0
57,Whitman,Adams,2011,Change,40.0
58,Whitman,Broadview-Thomson,2011,Change,-90.0
59,Whitman,Daniel Bagley,2011,Change,8.0
60,Whitman,Greenwood,2011,Change,5.0
61,Whitman,Loyal Heights,2011,Change,6.0
62,Whitman,North Beach,2011,Change,-13.0
63,Whitman,Northgate,2011,Change,-35.0
64,Whitman,Salmon Bay,2011,Change,28.0
65,Whitman,Viewlands,2011,Change,176.0
66,Whitman,Whittier,2011,Change,7.0
67,Middle Schools,Aki Kurose,2011,Change,70.0
68,Middle Schools,Denny Intl.,2011,Change,80.0
69,Middle Schools,Eckstein,2011,Change,65.0
70,Middle Schools,Hamilton Intl.,2011,Change,66.0
71,Middle Schools,Madison,2011,Change,-21.0
72,Middle Schools,McClure,2011,Change,-31.0
73,Middle Schools,Mercer,2011,Change,117.0
74,Middle Schools,Washington,2011,Change,62.0
75,Middle Schools,Whitman,2011,Change,29.0
76,High Schools,Ballard,2011,Change,26.0
77,High Schools,Center School,2011,Change,-21.0
78,High Schools,Chief Sealth Intl.,2011,Change,161.0
79,High Schools,Cleveland,2011,Change,81.0
80,High Schools,Franklin,2011,Change,114.0
81,High Schools,Garfield,2011,Change,-67.0
82,High Schools,Ingraham,2011,Change,-21.0
83,High Schools,Nathan Hale,2011,Change,15.0
84,High Schools,Nova,2011,Change,8.0
85,High Schools,Rainier Beach,2011,Change,-60.0
86,High Schools,Roosevelt,2011,Change,-23.0
87,High Schools,West Seattle,2011,Change,-21.0
88,Service Schools,Ed. Serv. Center,2011,Change,-33.0
89,Service Schools,Home School Resource,2011,Change,30.0
90,Service Schools,InterAgency,2011,Change,54.0
91,Service Schools,Middle College,2011,Change,10.0
92,Service Schools,Secondary BOC,2011,Change,-9.0
93,Service Schools,South Lake,2011,Change,-22.0
94,Service Schools,SpEd Consortium,2011,Change,6.0
95,All,TOTAL,2011,Change,1488.0
0,Aki Kurose,Martin Luther King Jr.,2012,Change,13.0
1,Aki Kurose,Dunlap,2012,Change,12.0
2,Aki Kurose,Emerson,2012,Change,-37.0
3,Aki Kurose,Graham Hill,2012,Change,15.0
4,Aki Kurose,Rainier View,2012,Change,12.0
5,Aki Kurose,South Shore,2012,Change,27.0
6,Aki Kurose,Wing Luke,2012,Change,-20.0
7,Denny,Arbor Heights,2012,Change,-26.0
8,Denny,Concord Intl.,2012,Change,18.0
9,Denny,Highland Park,2012,Change,-7.0
10,Denny,K-5 STEM at Boren,2012,Change,268.0
11,Denny,Roxhill,2012,Change,-9.0
12,Denny,Sanislo,2012,Change,-21.0
13,Denny,West Seattle Elem.,2012,Change,-7.0
14,Eckstein,Bryant,2012,Change,31.0
15,Eckstein,Green Lake,2012,Change,-5.0
16,Eckstein,Jane Addams,2012,Change,48.0
17,Eckstein,John Rogers,2012,Change,60.0
18,Eckstein,Olympic Hills,2012,Change,4.0
19,Eckstein,Olympic View,2012,Change,12.0
20,Eckstein,Pinehurst,2012,Change,5.0
21,Eckstein,Sacajawea,2012,Change,0.0
22,Eckstein,Sand Point,2012,Change,29.0
23,Eckstein,Thornton Creek,2012,Change,-9.0
24,Eckstein,View Ridge,2012,Change,8.0
25,Eckstein,Wedgwood,2012,Change,25.0
26,Hamilton,APP at Lincoln,2012,Change,96.0
27,Hamilton,B. F. Day,2012,Change,15.0
28,Hamilton,J. Stanford Intl.,2012,Change,-9.0
29,Hamilton,Laurelhurst,2012,Change,-10.0
30,Hamilton,McDonald,2012,Change,90.0
31,Hamilton,West Woodland,2012,Change,13.0
32,Madison,Alki,2012,Change,2.0
33,Madison,Gatewood,2012,Change,-23.0
34,Madison,Lafayette,2012,Change,1.0
35,Madison,Pathfinder,2012,Change,-6.0
36,Madison,Schmitz Park,2012,Change,73.0
37,McClure,Catharine Blaine,2012,Change,40.0
38,McClure,Coe,2012,Change,29.0
39,McClure,John Hay,2012,Change,16.0
40,McClure,Lawton,2012,Change,-7.0
41,McClure,Queen Anne,2012,Change,56.0
42,Mercer,Beacon Hill Intl.,2012,Change,9.0
43,Mercer,Dearborn Park,2012,Change,28.0
44,Mercer,Hawthorne,2012,Change,25.0
45,Mercer,Kimball,2012,Change,4.0
46,Mercer,Maple,2012,Change,-7.0
47,Mercer,Orca,2012,Change,3.0
48,Mercer,Van Asselt,2012,Change,-9.0
49,Washington,Gatzert,2012,Change,7.0
50,Washington,John Muir,2012,Change,55.0
51,Washington,Leschi,2012,Change,-12.0
52,Washington,Lowell*,2012,Change,-6.0
53,Washington,Madrona,2012,Change,-40.0
54,Washington,McGilvra,2012,Change,3.0
55,Washington,Montlake,2012,Change,0.0
56,Washington,Stevens,2012,Change,6.0
57,Washington,T. Marshall,2012,Change,4.0
58,Washington,TOPS,2012,Change,-3.0
59,Whitman,Adams,2012,Change,9.0
60,Whitman,Broadview-Thomson,2012,Change,-17.0
61,Whitman,Daniel Bagley,2012,Change,9.0
62,Whitman,Greenwood,2012,Change,25.0
63,Whitman,Loyal Heights,2012,Change,25.0
64,Whitman,North Beach,2012,Change,-1.0
65,Whitman,Northgate,2012,Change,17.0
66,Whitman,Salmon Bay,2012,Change,77.0
67,Whitman,Viewlands,2012,Change,70.0
68,Whitman,Whittier,2012,Change,6.0
69,Middle Schools,Aki Kurose,2012,Change,85.0
70,Middle Schools,Denny Intl.,2012,Change,35.0
71,Middle Schools,Eckstein,2012,Change,20.0
72,Middle Schools,Hamilton Intl.,2012,Change,55.0
73,Middle Schools,Madison,2012,Change,-76.0
74,Middle Schools,McClure,2012,Change,-35.0
75,Middle Schools,Mercer,2012,Change,59.0
76,Middle Schools,Washington,2012,Change,37.0
77,Middle Schools,Whitman,2012,Change,-12.0
78,High Schools,Ballard,2012,Change,-27.0
79,High Schools,Center School,2012,Change,7.0
80,High Schools,Chief Sealth Intl.,2012,Change,36.0
81,High Schools,Cleveland,2012,Change,19.0
82,High Schools,Franklin,2012,Change,30.0
83,High Schools,Garfield,2012,Change,-52.0
84,High Schools,Ingraham,2012,Change,69.0
85,High Schools,Nathan Hale,2012,Change,27.0
86,High Schools,Nova,2012,Change,0.0
87,High Schools,Rainier Beach,2012,Change,42.0
88,High Schools,Roosevelt,2012,Change,29.0
89,High Schools,West Seattle,2012,Change,-27.0
90,Service Schools,Ed. Serv. Center,2012,Change,2.0
91,Service Schools,Home School Resource,2012,Change,-2.0
92,Service Schools,InterAgency,2012,Change,-26.0
93,Service Schools,Middle College,2012,Change,-15.0
94,Service Schools,World School,2012,Change,-16.0
95,Service Schools,South Lake,2012,Change,-16.0
96,Service Schools,SpEd Consortium,2012,Change,11.0
97,All,TOTAL,2012,Change,1368.0
0,Aki Kurose,Dunlap,2013,Change,-14.0
1,Aki Kurose,Emerson,2013,Change,-2.0
2,Aki Kurose,Graham Hill,2013,Change,-5.0
3,Aki Kurose,Martin Luther King Jr.,2013,Change,1.0
4,Aki Kurose,Rainier View,2013,Change,20.0
5,Aki Kurose,South Shore,2013,Change,4.0
6,Aki Kurose,Wing Luke,2013,Change,19.0
7,Denny,Arbor Heights,2013,Change,27.0
8,Denny,Concord Intl.,2013,Change,-15.0
9,Denny,Highland Park,2013,Change,-8.0
10,Denny,K-5 STEM at Boren,2013,Change,59.0
11,Denny,Roxhill,2013,Change,9.0
12,Denny,Sanislo,2013,Change,-8.0
13,Denny,West Seattle Elem.,2013,Change,25.0
14,Eckstein,Bryant,2013,Change,15.0
15,Eckstein,Green Lake,2013,Change,-2.0
16,Eckstein,Jane Addams*,2013,Change,156.0
17,Eckstein,John Rogers,2013,Change,16.0
18,Eckstein,Laurelhurst,2013,Change,17.0
19,Eckstein,Olympic Hills,2013,Change,26.0
20,Eckstein,Olympic View,2013,Change,-16.0
21,Eckstein,Pinehurst,2013,Change,4.0
22,Eckstein,Sacajawea,2013,Change,-8.0
23,Eckstein,Sand Point,2013,Change,40.0
24,Eckstein,Thornton Creek,2013,Change,27.0
25,Eckstein,View Ridge,2013,Change,3.0
26,Eckstein,Wedgwood,2013,Change,11.0
27,Hamilton,APP at Lincoln,2013,Change,74.0
28,Hamilton,B. F. Day,2013,Change,-12.0
29,Hamilton,J. Stanford Intl.,2013,Change,7.0
30,Hamilton,McDonald,2013,Change,88.0
31,Hamilton,West Woodland,2013,Change,33.0
32,Madison,Alki,2013,Change,27.0
33,Madison,Gatewood,2013,Change,39.0
34,Madison,Lafayette,2013,Change,23.0
35,Madison,Pathfinder,2013,Change,18.0
36,Madison,Schmitz Park,2013,Change,48.0
37,McClure,Catharine Blaine,2013,Change,21.0
38,McClure,Coe,2013,Change,56.0
39,McClure,John Hay,2013,Change,1.0
40,McClure,Lawton,2013,Change,-11.0
41,McClure,Queen Anne,2013,Change,59.0
42,Mercer,Beacon Hill Intl.,2013,Change,4.0
43,Mercer,Dearborn Park,2013,Change,12.0
44,Mercer,Hawthorne,2013,Change,27.0
45,Mercer,Kimball,2013,Change,-28.0
46,Mercer,Maple,2013,Change,-20.0
47,Mercer,Orca,2013,Change,-8.0
48,Mercer,Van Asselt,2013,Change,8.0
49,Washington,Gatzert,2013,Change,-4.0
50,Washington,John Muir,2013,Change,-9.0
51,Washington,Leschi,2013,Change,13.0
52,Washington,Lowell,2013,Change,26.0
53,Washington,Madrona,2013,Change,10.0
54,Washington,McGilvra,2013,Change,-12.0
55,Washington,Montlake,2013,Change,-6.0
56,Washington,Stevens,2013,Change,29.0
57,Washington,T. Marshall,2013,Change,41.0
58,Washington,TOPS,2013,Change,2.0
59,Whitman,Adams,2013,Change,33.0
60,Whitman,Broadview-Thomson,2013,Change,22.0
61,Whitman,Daniel Bagley,2013,Change,-3.0
62,Whitman,Greenwood,2013,Change,10.0
63,Whitman,Loyal Heights,2013,Change,14.0
64,Whitman,North Beach,2013,Change,-8.0
65,Whitman,Northgate,2013,Change,-32.0
66,Whitman,Salmon Bay,2013,Change,-19.0
67,Whitman,Viewlands,2013,Change,68.0
68,Whitman,Whittier,2013,Change,10.0
69,Middle Schools,Aki Kurose,2013,Change,-2.0
70,Middle Schools,Denny Intl.,2013,Change,48.0
71,Middle Schools,Eckstein,2013,Change,-78.0
72,Middle Schools,Hamilton Intl.,2013,Change,134.0
73,Middle Schools,Madison,2013,Change,25.0
74,Middle Schools,McClure,2013,Change,72.0
75,Middle Schools,Mercer,2013,Change,-16.0
76,Middle Schools,Washington,2013,Change,5.0
77,Middle Schools,Whitman,2013,Change,-16.0
78,High Schools,Ballard,2013,Change,-27.0
79,High Schools,Center School,2013,Change,-2.0
80,High Schools,Chief Sealth Intl.,2013,Change,-26.0
81,High Schools,Cleveland,2013,Change,5.0
82,High Schools,Franklin,2013,Change,-72.0
83,High Schools,Garfield,2013,Change,-65.0
84,High Schools,Ingraham,2013,Change,56.0
85,High Schools,Nathan Hale,2013,Change,-52.0
86,High Schools,Nova,2013,Change,-9.0
87,High Schools,Rainier Beach,2013,Change,77.0
88,High Schools,Roosevelt,2013,Change,21.0
89,High Schools,West Seattle,2013,Change,-4.0
90,Service Schools,Ed. Serv. Center,2013,Change,-3.0
91,Service Schools,Home School Resource,2013,Change,-36.0
92,Service Schools,InterAgency,2013,Change,72.0
93,Service Schools,Middle College,2013,Change,-6.0
94,Service Schools,World School,2013,Change,37.0
95,Service Schools,South Lake,2013,Change,-20.0
96,Service Schools,SpEd Consortium,2013,Change,-24.0
97,All,TOTAL,2013,Change,1146.0
0,Aki Kurose ,Dunlap,2014,Change,18.0
1,Aki Kurose ,Emerson,2014,Change,-11.0
2,Aki Kurose ,Graham Hill,2014,Change,-13.0
3,Aki Kurose ,Martin Luther King Jr. ,2014,Change,4.0
4,Aki Kurose ,Rainier View ,2014,Change,-13.0
5,Aki Kurose ,South Shore K-8 ,2014,Change,16.0
6,Aki Kurose ,Wing Luke ,2014,Change,-2.0
7,Denny ,Arbor Heights ,2014,Change,7.0
8,Denny ,Concord Intl. ,2014,Change,18.0
9,Denny ,Highland Park,2014,Change,-56.0
10,Denny ,K-5 STEM at Boren,2014,Change,27.0
11,Denny ,Roxhill,2014,Change,-5.0
12,Denny ,Sanislo,2014,Change,7.0
13,Denny ,West Seattle Elem. ,2014,Change,-3.0
14,Eckstein ,Bryant,2014,Change,-5.0
15,Eckstein ,Hazel Wolf K-8 ,2014,Change,-26.0
16,Eckstein ,Laurelhurst ,2014,Change,-6.0
17,Eckstein ,Olympic View ,2014,Change,7.0
18,Eckstein ,Sand Point ,2014,Change,-12.0
19,Eckstein ,Thornton Creek ,2014,Change,13.0
20,Eckstein ,View Ridge ,2014,Change,-13.0
21,Eckstein ,Wedgwood ,2014,Change,-13.0
22,Hamilton ,APP at Lincoln,2014,Change,88.0
23,Hamilton ,B. F. Day,2014,Change,0.0
24,Hamilton ,Green Lake,2014,Change,39.0
25,Hamilton ,J. Stanford Intl.,2014,Change,11.0
26,Hamilton , Licton Springs K-8 ,2014,Change,-36.0
27,Hamilton ,McDonald Int'l ,2014,Change,43.0
28,Hamilton ,West Woodland ,2014,Change,1.0
29,Jane Addams,John Rogers ,2014,Change,29.0
30,Jane Addams,Olympic Hills ,2014,Change,3.0
31,Jane Addams,Sacajawea ,2014,Change,-10.0
32,Madison,Alki,2014,Change,26.0
33,Madison,Fairmount Park* ,2014,Change,364.0
34,Madison,Gatewood,2014,Change,-95.0
35,Madison, Lafayette ,2014,Change,-66.0
36,Madison,Pathfinder K-8 ,2014,Change,3.0
37,Madison,Schmitz Park ,2014,Change,22.0
38,McClure,Catharine Blaine K-8 ,2014,Change,31.0
39,McClure,Coe ,2014,Change,-8.0
40,McClure,John Hay ,2014,Change,-29.0
41,McClure,Lawton ,2014,Change,-3.0
42,McClure,Queen Anne ,2014,Change,60.0
43,Mercer ,Beacon Hill Intl. ,2014,Change,14.0
44,Mercer ,Dearborn Park,2014,Change,21.0
45,Mercer , Hawthorne ,2014,Change,14.0
46,Mercer ,Kimball ,2014,Change,-11.0
47,Mercer ,Maple ,2014,Change,16.0
48,Mercer ,Orca K-8 ,2014,Change,-9.0
49,Mercer ,Van Asselt ,2014,Change,-7.0
50,Washington ,Bailey Gatzert ,2014,Change,-37.0
51,Washington ,John Muir ,2014,Change,-11.0
52,Washington ,Leschi,2014,Change,3.0
53,Washington ,Lowell ,2014,Change,58.0
54,Washington ,Madrona K-8 ,2014,Change,5.0
55,Washington ,McGilvra ,2014,Change,-3.0
56,Washington ,Montlake ,2014,Change,19.0
57,Washington ,Stevens ,2014,Change,-41.0
58,Washington ,T. Marshall ,2014,Change,4.0
59,Washington ,TOPS K-8 ,2014,Change,-7.0
60,Whitman ,Adams ,2014,Change,18.0
