,neighborhood,neighborhood_no,area,Year,Indicator Name,Value
1,Fremont,302,214.511083,2020,10_year_growth_all,1881.0
2,West Seattle Junction,205,270.4170255,2020,10_year_growth_all,4117.0
3,Columbia City,111,334.5433404,2020,10_year_growth_all,3052.0
4,First Hill/Capitol Hill,414,916.2218015,2020,10_year_growth_all,13282.0
5,Roosevelt,202,170.2117761,2020,10_year_growth_all,2062.0
6,South Lake Union,312,339.886927,2020,10_year_growth_all,9131.0
7,University District,401,751.9638778,2020,10_year_growth_all,7012.0
8,Crown Hill,103,270.9887543,2020,10_year_growth_all,702.0
9,Westwood-Highland Park,127,275.0621961,2020,10_year_growth_all,145.0
10,Lake City,201,142.2670425,2020,10_year_growth_all,1182.0
11,Greater Duwamish,502,4953.281793,2020,10_year_growth_all,772.0
13,Green Lake,207,107.4446385,2020,10_year_growth_all,1030.0
14,Northgate,301,412.2911233,2020,10_year_growth_all,1330.0
15,North Beacon Hill,110,266.8762908,2020,10_year_growth_all,531.0
16,Ballard-Interbay-Northend,501,931.9728637,2020,10_year_growth_all,251.0
18,Downtown,413,953.2817465,2020,10_year_growth_all,15031.0
19,Uptown,412,333.000698,2020,10_year_growth_all,4540.0
20,Rainier Beach,204,346.1438736,2020,10_year_growth_all,736.0
21,23rd & Union-Jackson,109,625.2664128,2020,10_year_growth_all,3150.0
22,Bitter Lake Village,114,363.7795662,2020,10_year_growth_all,1581.0
23,Mt Baker,305,491.0180584,2020,10_year_growth_all,1452.0
24,Admiral,113,98.24835065,2020,10_year_growth_all,450.0
25,Aurora-Licton Springs,101,326.9585992,2020,10_year_growth_all,885.0
26,Morgan Junction,206,113.3093773,2020,10_year_growth_all,320.0
27,Eastlake,107,199.2559558,2020,10_year_growth_all,1016.0
28,Wallingford,203,258.0056129,2020,10_year_growth_all,1081.0
29,Ballard,303,495.4763052,2020,10_year_growth_all,6267.0
30,South Park,128,263.7986201,2020,10_year_growth_all,-206.0
31,Othello,123,498.9632413,2020,10_year_growth_all,1927.0
0,Upper Queen Anne,106,52.65872029,1990,10_year_frac_growth_all,
1,Fremont,302,214.511083,1990,10_year_frac_growth_all,
2,West Seattle Junction,205,270.4170255,1990,10_year_frac_growth_all,
3,Columbia City,111,334.5433404,1990,10_year_frac_growth_all,
4,First Hill/Capitol Hill,414,916.2218015,1990,10_year_frac_growth_all,
5,Roosevelt,202,170.2117761,1990,10_year_frac_growth_all,
6,South Lake Union,312,339.886927,1990,10_year_frac_growth_all,
7,University District,401,751.9638778,1990,10_year_frac_growth_all,
8,Crown Hill,103,270.9887543,1990,10_year_frac_growth_all,
9,Westwood-Highland Park,127,275.0621961,1990,10_year_frac_growth_all,
10,Lake City,201,142.2670425,1990,10_year_frac_growth_all,
11,Greater Duwamish,502,4953.281793,1990,10_year_frac_growth_all,
13,Green Lake,207,107.4446385,1990,10_year_frac_growth_all,
14,Northgate,301,412.2911233,1990,10_year_frac_growth_all,
15,North Beacon Hill,110,266.8762908,1990,10_year_frac_growth_all,
16,Ballard-Interbay-Northend,501,931.9728637,1990,10_year_frac_growth_all,
18,Downtown,413,953.2817465,1990,10_year_frac_growth_all,
19,Uptown,412,333.000698,1990,10_year_frac_growth_all,
20,Rainier Beach,204,346.1438736,1990,10_year_frac_growth_all,
21,23rd & Union-Jackson,109,625.2664128,1990,10_year_frac_growth_all,
22,Bitter Lake Village,114,363.7795662,1990,10_year_frac_growth_all,
23,Mt Baker,305,491.0180584,1990,10_year_frac_growth_all,
24,Admiral,113,98.24835065,1990,10_year_frac_growth_all,
25,Aurora-Licton Springs,101,326.9585992,1990,10_year_frac_growth_all,
26,Morgan Junction,206,113.3093773,1990,10_year_frac_growth_all,
27,Eastlake,107,199.2559558,1990,10_year_frac_growth_all,
28,Wallingford,203,258.0056129,1990,10_year_frac_growth_all,
29,Ballard,303,495.4763052,1990,10_year_frac_growth_all,
30,South Park,128,263.7986201,1990,10_year_frac_growth_all,
31,Othello,123,498.9632413,1990,10_year_frac_growth_all,
0,Upper Queen Anne,106,52.65872029,2000,10_year_frac_growth_all,0.05049453409682457
1,Fremont,302,214.511083,2000,10_year_frac_growth_all,0.09134157944814462
2,West Seattle Junction,205,270.4170255,2000,10_year_frac_growth_all,0.13785497656465398
3,Columbia City,111,334.5433404,2000,10_year_frac_growth_all,0.16584910067741182
4,First Hill/Capitol Hill,414,916.2218015,2000,10_year_frac_growth_all,0.17145818935729096
5,Roosevelt,202,170.2117761,2000,10_year_frac_growth_all,0.12171945701357466
6,South Lake Union,312,339.886927,2000,10_year_frac_growth_all,0.38620071684587814
7,University District,401,751.9638778,2000,10_year_frac_growth_all,0.0824617417152923
8,Crown Hill,103,270.9887543,2000,10_year_frac_growth_all,0.07611111111111112
9,Westwood-Highland Park,127,275.0621961,2000,10_year_frac_growth_all,0.150066401062417
10,Lake City,201,142.2670425,2000,10_year_frac_growth_all,0.29227854097584083
11,Greater Duwamish,502,4953.281793,2000,10_year_frac_growth_all,-0.030215827338129497
13,Green Lake,207,107.4446385,2000,10_year_frac_growth_all,0.10523831996224635
14,Northgate,301,412.2911233,2000,10_year_frac_growth_all,0.23658733360225898
15,North Beacon Hill,110,266.8762908,2000,10_year_frac_growth_all,0.027432405762778764
16,Ballard-Interbay-Northend,501,931.9728637,2000,10_year_frac_growth_all,0.11437908496732026
18,Downtown,413,953.2817465,2000,10_year_frac_growth_all,0.7678176002624457
19,Uptown,412,333.000698,2000,10_year_frac_growth_all,0.13707513416815742
20,Rainier Beach,204,346.1438736,2000,10_year_frac_growth_all,0.2788093132920719
21,23rd & Union-Jackson,109,625.2664128,2000,10_year_frac_growth_all,0.17756519460096973
22,Bitter Lake Village,114,363.7795662,2000,10_year_frac_growth_all,0.023789532605653512
23,Mt Baker,305,491.0180584,2000,10_year_frac_growth_all,0.2398362892223738
24,Admiral,113,98.24835065,2000,10_year_frac_growth_all,0.1399662731871838
25,Aurora-Licton Springs,101,326.9585992,2000,10_year_frac_growth_all,0.17158632406031005
26,Morgan Junction,206,113.3093773,2000,10_year_frac_growth_all,0.18244514106583073
27,Eastlake,107,199.2559558,2000,10_year_frac_growth_all,0.12787157486853032
28,Wallingford,203,258.0056129,2000,10_year_frac_growth_all,0.16479765967820575
29,Ballard,303,495.4763052,2000,10_year_frac_growth_all,0.10103141115799344
30,South Park,128,263.7986201,2000,10_year_frac_growth_all,0.3086367485182049
31,Othello,123,498.9632413,2000,10_year_frac_growth_all,0.05697636775655552
0,Upper Queen Anne,106,52.65872029,2010,10_year_frac_growth_all,0.06194251734390486
1,Fremont,302,214.511083,2010,10_year_frac_growth_all,0.15082824760244115
2,West Seattle Junction,205,270.4170255,2010,10_year_frac_growth_all,0.22195299248849043
3,Columbia City,111,334.5433404,2010,10_year_frac_growth_all,-0.07653776798236826
4,First Hill/Capitol Hill,414,916.2218015,2010,10_year_frac_growth_all,0.058698601852398086
5,Roosevelt,202,170.2117761,2010,10_year_frac_growth_all,0.05526421944332392
6,South Lake Union,312,339.886927,2010,10_year_frac_growth_all,1.4395604395604396
7,University District,401,751.9638778,2010,10_year_frac_growth_all,0.163293327908869
8,Crown Hill,103,270.9887543,2010,10_year_frac_growth_all,0.08182756840474961
9,Westwood-Highland Park,127,275.0621961,2010,10_year_frac_growth_all,0.06374133949191686
10,Lake City,201,142.2670425,2010,10_year_frac_growth_all,0.42925219941348974
11,Greater Duwamish,502,4953.281793,2010,10_year_frac_growth_all,-0.21068249258160238
13,Green Lake,207,107.4446385,2010,10_year_frac_growth_all,0.23996584116140052
14,Northgate,301,412.2911233,2010,10_year_frac_growth_all,0.07975860381666938
15,North Beacon Hill,110,266.8762908,2010,10_year_frac_growth_all,0.0021129466000768342
16,Ballard-Interbay-Northend,501,931.9728637,2010,10_year_frac_growth_all,0.17155425219941348
18,Downtown,413,953.2817465,2010,10_year_frac_growth_all,0.2453723034098817
19,Uptown,412,333.000698,2010,10_year_frac_growth_all,0.43559488692232057
20,Rainier Beach,204,346.1438736,2010,10_year_frac_growth_all,-0.056464623185065684
21,23rd & Union-Jackson,109,625.2664128,2010,10_year_frac_growth_all,0.1640329401290897
22,Bitter Lake Village,114,363.7795662,2010,10_year_frac_growth_all,0.23537452159650082
23,Mt Baker,305,491.0180584,2010,10_year_frac_growth_all,0.171875
24,Admiral,113,98.24835065,2010,10_year_frac_growth_all,0.1301775147928994
25,Aurora-Licton Springs,101,326.9585992,2010,10_year_frac_growth_all,0.11999274968279862
26,Morgan Junction,206,113.3093773,2010,10_year_frac_growth_all,0.08483563096500531
27,Eastlake,107,199.2559558,2010,10_year_frac_growth_all,0.2476073619631902
28,Wallingford,203,258.0056129,2010,10_year_frac_growth_all,0.13541230640435328
29,Ballard,303,495.4763052,2010,10_year_frac_growth_all,0.21779859484777517
30,South Park,128,263.7986201,2010,10_year_frac_growth_all,0.11549660304108703
31,Othello,123,498.9632413,2010,10_year_frac_growth_all,0.42879019908116384
0,Upper Queen Anne,106,52.65872029,2020,10_year_frac_growth_all,0.2151189920671955
1,Fremont,302,214.511083,2020,10_year_frac_growth_all,0.475
2,West Seattle Junction,205,270.4170255,2020,10_year_frac_growth_all,0.8163791394011501
3,Columbia City,111,334.5433404,2020,10_year_frac_growth_all,0.6621826860490345
4,First Hill/Capitol Hill,414,916.2218015,2020,10_year_frac_growth_all,0.3700546082692522
5,Roosevelt,202,170.2117761,2020,10_year_frac_growth_all,0.7882262996941896
6,South Lake Union,312,339.886927,2020,10_year_frac_growth_all,2.419448860625331
7,University District,401,751.9638778,2020,10_year_frac_growth_all,0.30653551912568305
8,Crown Hill,103,270.9887543,2020,10_year_frac_growth_all,0.16750178954903364
9,Westwood-Highland Park,127,275.0621961,2020,10_year_frac_growth_all,0.03148067737733391
10,Lake City,201,142.2670425,2020,10_year_frac_growth_all,0.3031546550397538
11,Greater Duwamish,502,4953.281793,2020,10_year_frac_growth_all,0.7255639097744361
13,Green Lake,207,107.4446385,2020,10_year_frac_growth_all,0.3546831955922865
14,Northgate,301,412.2911233,2020,10_year_frac_growth_all,0.20090634441087613
15,North Beacon Hill,110,266.8762908,2020,10_year_frac_growth_all,0.10178263369752731
16,Ballard-Interbay-Northend,501,931.9728637,2020,10_year_frac_growth_all,0.15707133917396746
18,Downtown,413,953.2817465,2020,10_year_frac_growth_all,0.5599389062732827
19,Uptown,412,333.000698,2020,10_year_frac_growth_all,0.6219178082191781
20,Rainier Beach,204,346.1438736,2020,10_year_frac_growth_all,0.1797752808988764
21,23rd & Union-Jackson,109,625.2664128,2020,10_year_frac_growth_all,0.3011472275334608
22,Bitter Lake Village,114,363.7795662,2020,10_year_frac_growth_all,0.3498561628678911
23,Mt Baker,305,491.0180584,2020,10_year_frac_growth_all,0.27267605633802816
24,Admiral,113,98.24835065,2020,10_year_frac_growth_all,0.29450261780104714
25,Aurora-Licton Springs,101,326.9585992,2020,10_year_frac_growth_all,0.14322705939472408
26,Morgan Junction,206,113.3093773,2020,10_year_frac_growth_all,0.15640273704789834
27,Eastlake,107,199.2559558,2020,10_year_frac_growth_all,0.1998426435877262
28,Wallingford,203,258.0056129,2020,10_year_frac_growth_all,0.19926267281105992
29,Ballard,303,495.4763052,2020,10_year_frac_growth_all,0.5478146853146854
30,South Park,128,263.7986201,2020,10_year_frac_growth_all,-0.05974477958236659
31,Othello,123,498.9632413,2020,10_year_frac_growth_all,0.20653804930332262
